filename,category,description,permalink
OMU_OB.Y7542.jpg,Oslo Museum,Københavngata ved Bergene.,http://oslobilder.no/OMU/OB.Y7542
OMU_OB.Y1947.jpg,Oslo Museum,Utsikt fra St. Hanshaugen,http://oslobilder.no/OMU/OB.Y1947
OMU_OB.01446.jpg,Oslo Museum,Studenterlunden og Karl Johans gate,http://oslobilder.no/OMU/OB.01446
OMU_OB.F09499a.jpg,Oslo Museum,Utsikt fra Bygdøy allé 69.,http://oslobilder.no/OMU/OB.F09499a
NF_NF.34112-181.jpg,Norsk Folkemuseum,"Barn på gårdsplassen, Stupinngata 10, Enerhaugen, 1923.",http://oslobilder.no/NF/NF.34112-181
NF_NF.08256-023.jpg,Norsk Folkemuseum,Bogstad gård ca. 1923. Bogstadvannet. Hovedbygningen med parken i bakgrunnen. Skog. Kornåkre i forgrunnen.,http://oslobilder.no/NF/NF.08256-023
OMU_OB.NW0058.jpg,Oslo Museum,Tøyengata fra Norbygata mot Grønlandsleiret.,http://oslobilder.no/OMU/OB.NW0058
NF_NF.25781-114.jpg,Norsk Folkemuseum,Holmenkollrennet. Tilskuere.,http://oslobilder.no/NF/NF.25781-114
NF_NF.25781-113.jpg,Norsk Folkemuseum,Holmenkollrennet. Tilskuere.,http://oslobilder.no/NF/NF.25781-113
NF_NF.25781-119.jpg,Norsk Folkemuseum,Holmenkollrennet. Tilskuere.,http://oslobilder.no/NF/NF.25781-119
NF_NF.25781-117.jpg,Norsk Folkemuseum,Holmenkollrennet. Tilskuere.,http://oslobilder.no/NF/NF.25781-117
OMU_OB.NW4570.jpg,Oslo Museum,Henrik Ibsen besøker Sarabråten.,http://oslobilder.no/OMU/OB.NW4570
OMU_OB.Z01150.jpg,Oslo Museum,Fossveien.,http://oslobilder.no/OMU/OB.Z01150
OMU_OMu.F25584.jpg,Oslo Museum,Rådhusgata med nr. 25 til venstre.,http://oslobilder.no/OMU/OMu.F25584
OMU_OB.L0080.jpg,Oslo Museum,Utsikt fra St. Hanshaugen.,http://oslobilder.no/OMU/OB.L0080
OMU_OB.F02878.jpg,Oslo Museum,Eidsvoldsplads.,http://oslobilder.no/OMU/OB.F02878
NF_NF.05271-083.jpg,Norsk Folkemuseum,"Bygdøy, Oslo 1908-10. Oversiktsbilde. Utsikt mot Dronningen og fjorden. Båter. Kvinner i forgrunnen.",http://oslobilder.no/NF/NF.05271-083
OMU_OB.Y1347.jpg,Oslo Museum,Uranienborg Terasse og Professor Dahls gade.,http://oslobilder.no/OMU/OB.Y1347
OMU_OB.F02486.jpg,Oslo Museum,"Grønlandsleiret 19-23, revet 1896-97.",http://oslobilder.no/OMU/OB.F02486
OMU_OB.Y1290.jpg,Oslo Museum,Fra Spiret paa Fagerborg kirke,http://oslobilder.no/OMU/OB.Y1290
OMU_OB.F01926.jpg,Oslo Museum,Kristian Augusts gate ved Tullinløkka.,http://oslobilder.no/OMU/OB.F01926
OMU_OB.Z07568.jpg,Oslo Museum,Konows gate.,http://oslobilder.no/OMU/OB.Z07568
OMU_OB.F07107A.jpg,Oslo Museum,Utsikt fra Slottet mot St. Hanshaugen.,http://oslobilder.no/OMU/OB.F07107A
OMU_OB.FS0515.jpg,Oslo Museum,1859-studentenes 50-årsjubileum.,http://oslobilder.no/OMU/OB.FS0515
OMU_OB.F01583.jpg,Oslo Museum,Sadelmakerhullet.,http://oslobilder.no/OMU/OB.F01583
NF_NF.05271-086.jpg,Norsk Folkemuseum,"Frognerkilen, Oslo 1908. Fotografert fra Bygdøy over Frognerkilen mot villaer på den andre siden.",http://oslobilder.no/NF/NF.05271-086
NF_NF.05271-088.jpg,Norsk Folkemuseum,"Frognerkilen, Oslo 1908. Oversiktsbilde. Fotografert fra Bygdøy mot Skarpsno.",http://oslobilder.no/NF/NF.05271-088
OMU_OB.Z17036.jpg,Oslo Museum,Welhavens gate fra Holbergs plass.,http://oslobilder.no/OMU/OB.Z17036
OMU_OB.F03538b.jpg,Oslo Museum,Stortingsgata.,http://oslobilder.no/OMU/OB.F03538b
NF_NF.05271-087.jpg,Norsk Folkemuseum,"Frognerkilen, Oslo 1910. Oversiktsbilde. Båtmotorrace på Frognerkilen.",http://oslobilder.no/NF/NF.05271-087
OMU_OB.Y1475.jpg,Oslo Museum,Markveien.,http://oslobilder.no/OMU/OB.Y1475
OMU_OB.NW7758.jpg,Oslo Museum,Utsikt fra Universitetet mot Victoria terrasse.,http://oslobilder.no/OMU/OB.NW7758
NF_NF.05271-093.jpg,Norsk Folkemuseum,"Oslo, Sjursøya 1908. Vinterbilde tatt fra isen. Brygge med badehus. Islagt fjord.",http://oslobilder.no/NF/NF.05271-093
NF_NF.34112-182.jpg,Norsk Folkemuseum,"Mor og datter i gårdsrom på Enerhaugen, sommeren 1923.",http://oslobilder.no/NF/NF.34112-182
OMU_OB.Y1388.jpg,Oslo Museum,Nannestad gaden.,http://oslobilder.no/OMU/OB.Y1388
OMU_OB.F01580.jpg,Oslo Museum,Slottet sett fra Trefoldighetskirken.,http://oslobilder.no/OMU/OB.F01580
OMU_OB.Z05103.jpg,Oslo Museum,Stortorvet.,http://oslobilder.no/OMU/OB.Z05103
OMU_OB.F01815b.jpg,Oslo Museum,"gateløp, bygårder, Wischmann fotografatelier, løveskulptur, park",http://oslobilder.no/OMU/OB.F01815b
NF_NF.05271-144.jpg,Norsk Folkemuseum,"Bygdøy, Oslo 1908-1910. Oversiktsbilde. Innerst i Frognerkilen. Strand. Landskap. Bebyggelse.",http://oslobilder.no/NF/NF.05271-144
OMU_OB.F15578.jpg,Oslo Museum,Pikeklasse i middelskolen.,http://oslobilder.no/OMU/OB.F15578
NF_NF.25781-106.jpg,Norsk Folkemuseum,Aking. Hest og slede.,http://oslobilder.no/NF/NF.25781-106
OMU_OB.F01662.jpg,Oslo Museum,"utsikt nordvest, villabebyggelse, hager, Bislett teglverk, bygårder",http://oslobilder.no/OMU/OB.F01662
OMU_OB.F03102.jpg,Oslo Museum,Utsikt fra Vår Frelsers kirke mot Kirkegaten.,http://oslobilder.no/OMU/OB.F03102
OMU_OB.Z07955.jpg,Oslo Museum,Niels Juels gate Skovveien 50.,http://oslobilder.no/OMU/OB.Z07955
NF_NF.05271-079.jpg,Norsk Folkemuseum,"Bestumkilen, Oslo, okt. 1908. Stemningsbilde med stille vann og skog. Båt i forgrunnen og villa.",http://oslobilder.no/NF/NF.05271-079
NF_NF.34112-196.jpg,Norsk Folkemuseum,"Barn i gårdsrom på Enerhaugen, 1922.",http://oslobilder.no/NF/NF.34112-196
NF_NF.34112-194.jpg,Norsk Folkemuseum,"Barn i gårdsrom på Enerhaugen, 1922.",http://oslobilder.no/NF/NF.34112-194
OMU_OB.FS1041A.jpg,Oslo Museum,Harald Haardraades Plads.,http://oslobilder.no/OMU/OB.FS1041A
OMU_OB.F02449B.jpg,Oslo Museum,Youngstorget.,http://oslobilder.no/OMU/OB.F02449B
OMU_OB.F18799a.jpg,Oslo Museum,Klasse 3a ved Nissen pikeskole.,http://oslobilder.no/OMU/OB.F18799a
NF_NF.34112-208.jpg,Norsk Folkemuseum,"Barn leker på gårdsplass på Enerhaugen, 4.juli 1924.",http://oslobilder.no/NF/NF.34112-208
OMU_OB.Z05808.jpg,Oslo Museum,Bogstadveien 27.,http://oslobilder.no/OMU/OB.Z05808
OMU_OB.F12299c.jpg,Oslo Museum,Kristiania - Rundt Boltelökken.,http://oslobilder.no/OMU/OB.F12299c
NF_NF.06300-011.jpg,Norsk Folkemuseum,"Stortorvet, Oslo 1911. Mennesker og hestevogner oppstilt utenfor Glasmagasinet..",http://oslobilder.no/NF/NF.06300-011
OMU_OB.NW4573.jpg,Oslo Museum,Henrik Ibsen besøker Sarabråten.,http://oslobilder.no/OMU/OB.NW4573
NF_NF.05271-094.jpg,Norsk Folkemuseum,"Oslo, Sjursøya 1910. Oversiktsbilde. Sett fra Ljabruveien. Vinterbilde.",http://oslobilder.no/NF/NF.05271-094
OMU_OB.F11571b.jpg,Oslo Museum,Oslo. Ila. Lekeplassen.,http://oslobilder.no/OMU/OB.F11571b
NF_NF.10069-001.jpg,Norsk Folkemuseum,"Familie i gårdsom på Enerhaugen, sommeren 1923.",http://oslobilder.no/NF/NF.10069-001
OMU_OB.F03105b.jpg,Oslo Museum,"Harbitz gd:s Villakvarter, Christiania.",http://oslobilder.no/OMU/OB.F03105b
OMU_OB.F20688b.jpg,Oslo Museum,Kristiania - Lövenskjoldsgate.,http://oslobilder.no/OMU/OB.F20688b
OMU_OB.Z07618.jpg,Oslo Museum,Ingeborgs gate fra Strømsveien.,http://oslobilder.no/OMU/OB.Z07618
NF_NF.05271-077.jpg,Norsk Folkemuseum,"Bestumkilen, Oslo 1908. Bilde tatt mellom siv, over kilen mot Drammensveien. Det hvite huset er Tingstuveien 23, dr. F. Levy. Huset med kantet gavl, Drammensveien 175, skipsreder A. Nyquist.",http://oslobilder.no/NF/NF.05271-077
NF_NF.05271-050.jpg,Norsk Folkemuseum,"Ris, Oslo. 1908. Vintermotiv. Landskap. Jorder. Trær. Kvinne med kjelke.",http://oslobilder.no/NF/NF.05271-050
NF_NF.05271-076.jpg,Norsk Folkemuseum,"Bestumkilen, Oslo 1908. Bilde tatt fra skog over kilen mot Drammensveien. Det hvite huset er Tingstuveien 23, dr. F. Levy.",http://oslobilder.no/NF/NF.05271-076
NF_NF.34112-186.jpg,Norsk Folkemuseum,"Gutt og jente i gårdsrom på Enerhaugen, mars 1924.",http://oslobilder.no/NF/NF.34112-186
OMU_OB.F11457c.jpg,Oslo Museum,Frognerveien.,http://oslobilder.no/OMU/OB.F11457c
OMU_OB.F11457d.jpg,Oslo Museum,Kristiania. Frognerveien.,http://oslobilder.no/OMU/OB.F11457d
NF_NF.34112-166.jpg,Norsk Folkemuseum,"To barn i gårdsrom på Enerhaugen, 1923.",http://oslobilder.no/NF/NF.34112-166
NF_NF.05271-078.jpg,Norsk Folkemuseum,"Bestumkilen, Oslo, okt. 1908. Stemningsbilde med stille vann og skog.",http://oslobilder.no/NF/NF.05271-078
NF_NF.25781-108.jpg,Norsk Folkemuseum,Aking ved Frognerseteren.,http://oslobilder.no/NF/NF.25781-108
OMU_OB.F05570.jpg,Oslo Museum,50 års studentjubileum i 1902.,http://oslobilder.no/OMU/OB.F05570
OMU_OB.F03057b.jpg,Oslo Museum,Drammensveien ved Skillebekk.,http://oslobilder.no/OMU/OB.F03057b
OMU_OB.F11562c.jpg,Oslo Museum,Vogts gate.,http://oslobilder.no/OMU/OB.F11562c
NF_NF.05271-075.jpg,Norsk Folkemuseum,"Merrabekken og Bestumkilen, Oslo 1908-1910. Vinterbilde med speilbilde i vannet. Utsikt mot Bygdøy og Killingen.",http://oslobilder.no/NF/NF.05271-075
NF_NF.08256-011.jpg,Norsk Folkemuseum,Bogstad gård og Bogstadvannet ca. 1923. Hovedbygningen i bakgrunnen. Kornstaur i forgrunnen.,http://oslobilder.no/NF/NF.08256-011
NF_NF.34112-145.jpg,Norsk Folkemuseum,"Familie på Enerhaugen, 1922.",http://oslobilder.no/NF/NF.34112-145
NF_NF.05271-074.jpg,Norsk Folkemuseum,"Bestumkilen, Oslo 1908-10. Vinterbilde i strandkanten.",http://oslobilder.no/NF/NF.05271-074
NF_NF.01065-146.jpg,Norsk Folkemuseum,"Bildet til venstre, professor C. M. Guldberg spaserer i villastrøk. Bildet til høyre er fra Universitetsplassen og  Karl Johans gate, Oslo.",http://oslobilder.no/NF/NF.01065-146
OMU_OB.Y1326.jpg,Oslo Museum,Grönlandsleret.,http://oslobilder.no/OMU/OB.Y1326
NF_NF.25781-105.jpg,Norsk Folkemuseum,Skiløpere.,http://oslobilder.no/NF/NF.25781-105
OMU_OB.F01893.jpg,Oslo Museum,Kristiania fra St. Hanshaugen.,http://oslobilder.no/OMU/OB.F01893
NF_NF.08256-016.jpg,Norsk Folkemuseum,"Bogstad gård, Bogstadvannet  og landskapet omkring ca. 1923. Oversiktsbilde. Sett fra Lillevann. Bebyggelse og skog i bakgrunnen.",http://oslobilder.no/NF/NF.08256-016
NF_NF.34112-195.jpg,Norsk Folkemuseum,"Jente i gårdsrom på Enerhaugen, 1922.",http://oslobilder.no/NF/NF.34112-195
NF_NF.05271-101.jpg,Norsk Folkemuseum,"Oslo. Ved Bygdøy Sjøbad 1908. To kvinner i  en pram.
Med hatter.",http://oslobilder.no/NF/NF.05271-101
OMU_OB.F02151A.jpg,Oslo Museum,Karl Johans gate fra Løvebakken.,http://oslobilder.no/OMU/OB.F02151A
NF_NF.08256-022.jpg,Norsk Folkemuseum,Bogstad gård ca. 1923.  Bogstadvannet. Hovedbygningen med parken i bakgrunnen. Skog. Kornåkrer i forgrunnen.,http://oslobilder.no/NF/NF.08256-022
NF_NF.08256-009.jpg,Norsk Folkemuseum,"Bogstad gård, Bogstadvannet og landskapet omkring.  Oversiktsbilde. Sett fra Lillevann 1923. Bebyggelse og skog i bakgrunnen.",http://oslobilder.no/NF/NF.08256-009
NF_NF.08256-020.jpg,Norsk Folkemuseum,Bogstad gård ca. 1923. Bogstadvannet. Hovedbygningen med parken i bakgrunnen.  Kornstaur i forgrunnen. Trær,http://oslobilder.no/NF/NF.08256-020
NF_NF.07286-104.jpg,Norsk Folkemuseum,Barn i sommerkjoler i Paradisbukta på Bygdøy i Oslo i 1924. Barbeinte jenter i strandkanten. Badehusene bak tilhørte Villa Victoria,http://oslobilder.no/NF/NF.07286-104
OMU_OB.NW7409.jpg,Oslo Museum,Vogts gate.,http://oslobilder.no/OMU/OB.NW7409
NF_NF.08256-014.jpg,Norsk Folkemuseum,Bogstad gård ca. 1923. Bogstadvannet  Hovedbygningen i bakgrunnen. Kornstaur i forgrunnen.,http://oslobilder.no/NF/NF.08256-014
NF_NF.08256-010.jpg,Norsk Folkemuseum,Bogstad gård og Bogstadvannet 1923. Kornstaur i forgrunnen. Hovedbygningen i bakgrunnen.,http://oslobilder.no/NF/NF.08256-010
OMU_OB.F11317.jpg,Oslo Museum,"1. klasse ved Aars & Voss skole, 1901.",http://oslobilder.no/OMU/OB.F11317
OMU_OB.F07190.jpg,Oslo Museum,Akersgata mot St. Olav Domkirke.,http://oslobilder.no/OMU/OB.F07190
NF_NF.08256-017.jpg,Norsk Folkemuseum,"Bogstad gård, Bogstadvannet og landskapet omkring. Oversiktsbilde.  Sett fra Lillevann ca. 1923. Bebyggelse og skog i bakgrunnen.",http://oslobilder.no/NF/NF.08256-017
NF_NF.34112-137.jpg,Norsk Folkemuseum,"Klesvask på Enerhaugen, 1922.",http://oslobilder.no/NF/NF.34112-137
NF_NF.34112-190.jpg,Norsk Folkemuseum,"Jente i gårdsrom på Enerhaugen, 1924.",http://oslobilder.no/NF/NF.34112-190
NF_NF.08256-019.jpg,Norsk Folkemuseum,Bogstad gård ca. 1923. Bogstadvannet. Hovedbygnigen med parken i bakgrunnen. Kornstaur i forgrunnen.,http://oslobilder.no/NF/NF.08256-019
OMU_OB.F01963a.jpg,Oslo Museum,Geitmyra skolehager og Rivertzke kompleks.,http://oslobilder.no/OMU/OB.F01963a
OMU_OB.F01565.jpg,Oslo Museum,Utsikt fra Slottet mot Frognerkilen.,http://oslobilder.no/OMU/OB.F01565
OMU_OB.Y2002.jpg,Oslo Museum,Carl Johansgade. Christiania.,http://oslobilder.no/OMU/OB.Y2002
OMU_OB.Y1474.jpg,Oslo Museum,Thorvald Meyers gate fra Grüners gate.,http://oslobilder.no/OMU/OB.Y1474
OMU_OB.Z06219.jpg,Oslo Museum,Paulus kirke.,http://oslobilder.no/OMU/OB.Z06219
NF_NF.05271-145.jpg,Norsk Folkemuseum,"Sørkedalsveien, Oslo 1909. Mennesker spaserer på landevei, utsikt mot byen. Skog. Bebyggelse i bakgrunnen.",http://oslobilder.no/NF/NF.05271-145
OMU_OB.Z06081.jpg,Oslo Museum,Paulus kirke ved Birkelunden.,http://oslobilder.no/OMU/OB.Z06081
OMU_OB.Z07472.jpg,Oslo Museum,"Karenslyst, 1884.",http://oslobilder.no/OMU/OB.Z07472
OMU_OB.F03831.jpg,Oslo Museum,"Trefoldighedskirken, Raadhuset, Grønlandskirken og Bodsfængslet.",http://oslobilder.no/OMU/OB.F03831
OMU_OB.Y1298.jpg,Oslo Museum,Frognerveien.,http://oslobilder.no/OMU/OB.Y1298
NF_NF.08256-021.jpg,Norsk Folkemuseum,Bogstad gård ca. 1923. Hovedbygningen med parken i bakgrunnen. Kornåkre og kornstaur i forgrunnen.,http://oslobilder.no/NF/NF.08256-021
NF_NF.05271-110.jpg,Norsk Folkemuseum,"Skarpsno, Oslo 1908-10. Stemningsbilde over vannet fra Skarpsno.",http://oslobilder.no/NF/NF.05271-110
NF_NF.08256-018.jpg,Norsk Folkemuseum,Bogstad gård ca. 1923. Oversiktsbilde. Hovedbygningen med parken i bakgrunnen. Kornstaur i forgrunnen.,http://oslobilder.no/NF/NF.08256-018
OMU_OB.Z06062.jpg,Oslo Museum,"torg, forretningsgårder, torghandel, mennesker, hestekjøretøyer, monument",http://oslobilder.no/OMU/OB.Z06062
NF_NF.05271-089.jpg,Norsk Folkemuseum,"Dronningen, Bygdøy, Oslo 1908. Mennesker på veien mot Dronningen. Gutter i matrosdrakt. Unge kvinner i lange og med hatter.",http://oslobilder.no/NF/NF.05271-089
NF_NF.08256-015.jpg,Norsk Folkemuseum,Fra Bogstad ca. 1923. Bogstadvannet. I bakgrunnen hovedbygningen med park,http://oslobilder.no/NF/NF.08256-015
NF_NF.34112-193.jpg,Norsk Folkemuseum,"Jente i gårdsrom på Enerhaugen, 1922.",http://oslobilder.no/NF/NF.34112-193
OMU_OB.F03200.jpg,Oslo Museum,Nytorget (Youngstorget) med Møllergata 19.,http://oslobilder.no/OMU/OB.F03200
OMU_OB.F02180b.jpg,Oslo Museum,Oscars gate.,http://oslobilder.no/OMU/OB.F02180b
OMU_OB.F01633.jpg,Oslo Museum,Skippergata.,http://oslobilder.no/OMU/OB.F01633
NF_NF.05271-099.jpg,Norsk Folkemuseum,"Oslo, Ormøya 1910. Oversiktsbilde. Strandparti. Vinter med is. Bebyggelse. Brygge med båter.",http://oslobilder.no/NF/NF.05271-099
NF_NF.01065-322.jpg,Norsk Folkemuseum,"Mennesker spaserer i bygater, Oslo. Bilde til venstre er fra Drammensveien, Oslo, og bilde til høyre Nasjonalteateret i bakgrunnen..",http://oslobilder.no/NF/NF.01065-322
OMU_OB.Y2327.jpg,Oslo Museum,Carl Johans Gade,http://oslobilder.no/OMU/OB.Y2327
NF_NF.08256-013.jpg,Norsk Folkemuseum,Fra Bogstad ca. 1923. Parken. Vei langs Bogstadvannet. Trær.,http://oslobilder.no/NF/NF.08256-013
NF_NF.06300-001.jpg,Norsk Folkemuseum,"Bygdøy, Oslo 1905. Sommerliv. Mennesker på stranden, antatt Paradisbukta. Mennene i dress.  Kvinnene i lange
kjoler eller skjørt. Alle med hatter.",http://oslobilder.no/NF/NF.06300-001
OMU_OB.F23405.jpg,Oslo Museum,Gutteklasse på Frogner skole.,http://oslobilder.no/OMU/OB.F23405
OMU_OB.FS0473.jpg,Oslo Museum,"Christiania formannskap på Frognerseteren, 1908.",http://oslobilder.no/OMU/OB.FS0473
OMU_OB.F01036.jpg,Oslo Museum,Karl Johans gate fra Slottet.,http://oslobilder.no/OMU/OB.F01036
OMU_OB.Z05812.jpg,Oslo Museum,Karl Johans gate ved Nedre Slottsgate.,http://oslobilder.no/OMU/OB.Z05812
OMU_OB.Y1365.jpg,Oslo Museum,Thomas Heftyes gade og Frognerveien.,http://oslobilder.no/OMU/OB.Y1365
NF_NF.05271-049.jpg,Norsk Folkemuseum,"Gressholmen, Oslo. 1908. Oversiktsbilde. Mennesker på landtur, fjorden og båter.",http://oslobilder.no/NF/NF.05271-049
OMU_OB.OH600.jpg,Oslo Museum,Frognerkilen.,http://oslobilder.no/OMU/OB.OH600
OMU_OB.FS0028.jpg,Oslo Museum,Utsikt fra Høyden ved Rosenborggata.,http://oslobilder.no/OMU/OB.FS0028
OMU_OB.F03103B.jpg,Oslo Museum,Øvre Foss teglverk og fabrikkene ved Vøyenfallene.,http://oslobilder.no/OMU/OB.F03103B
NF_NF.05271-096.jpg,Norsk Folkemuseum,"Oslo, Hammeren, Maridalen 1909? Vinterbilde av elvestryk med bro, våningshus i bakgrunnen.",http://oslobilder.no/NF/NF.05271-096
OMU_OB.F03538a.jpg,Oslo Museum,Eidsvoldspladsen/Christiania.,http://oslobilder.no/OMU/OB.F03538a
NF_NF.08256-012.jpg,Norsk Folkemuseum,Fra Bogstad ca. 1923. Parken. Fra en vik av Bogstadvannet. Trær.,http://oslobilder.no/NF/NF.08256-012
OMU_OB.F04295A.jpg,Oslo Museum,Pilestredet mot Grensen.,http://oslobilder.no/OMU/OB.F04295A
OMU_OB.F02191.jpg,Oslo Museum,Stortorvet med Vår Frelsers kirke.,http://oslobilder.no/OMU/OB.F02191
OMU_OB.F11081c.jpg,Oslo Museum,Kristiania - Erling Skjalgsönsgade.,http://oslobilder.no/OMU/OB.F11081c
OMU_OB.OH466.jpg,Oslo Museum,"gateløp, forretningsgårder, hotell Bellevue, hestekjøretøy, kongelig følge, publikum, militærorkester, flagg, kiosk",http://oslobilder.no/OMU/OB.OH466
OMU_OB.F03188B.jpg,Oslo Museum,Storgata fra Kirkeristen.,http://oslobilder.no/OMU/OB.F03188B
OMU_OB.Z06060.jpg,Oslo Museum,Stortorvet.,http://oslobilder.no/OMU/OB.Z06060
OMU_OB.OT152.jpg,Oslo Museum,Karl Johan fra Løvebakken.,http://oslobilder.no/OMU/OB.OT152
OMU_OB.Y1362.jpg,Oslo Museum,Elisenbergveien.,http://oslobilder.no/OMU/OB.Y1362
OMU_OB.Y2198.jpg,Oslo Museum,Utsikt fra Akershus,http://oslobilder.no/OMU/OB.Y2198
OMU_OB.Y1372.jpg,Oslo Museum,Schweigaards gade,http://oslobilder.no/OMU/OB.Y1372
OMU_OB.F03061A.jpg,Oslo Museum,Utsikt fra Slottet mot St. Olavs gate.,http://oslobilder.no/OMU/OB.F03061A
NF_NF.07286-079.jpg,Norsk Folkemuseum,"Sommerklær. Karl Johans gate, Oslo. 1924. Spaserende. menn og kvinner. Mann med sykkel.",http://oslobilder.no/NF/NF.07286-079
OMU_OB.F02162.jpg,Oslo Museum,Frognerkilen fra Oscarshall.,http://oslobilder.no/OMU/OB.F02162
NF_NF.05271-013.jpg,Norsk Folkemuseum,"Norsk Folkemuseum, Oslo.1909. Fra venstre Bergensporten, Kirken (revet) og Pariserpaviljongen fra Verdensutstillingen i Paris 1900 (revet).",http://oslobilder.no/NF/NF.05271-013
OMU_OB.F02178D.jpg,Oslo Museum,Christiania Theater.,http://oslobilder.no/OMU/OB.F02178D
OMU_OB.Y1355.jpg,Oslo Museum,Odins gade.,http://oslobilder.no/OMU/OB.Y1355
NF_NF.05271-146.jpg,Norsk Folkemuseum,"Sørkedalsveien, Oslo, 1909. Landskap med gjerde. Skog.",http://oslobilder.no/NF/NF.05271-146
NF_NF.05271-097.jpg,Norsk Folkemuseum,"Oslo, Ormøya 1910. Strandparti. Vinter med is og baugen av en båt.",http://oslobilder.no/NF/NF.05271-097
NF_NF.07286-083.jpg,Norsk Folkemuseum,"Sommerklær. Youngstorget, Oslo. 1924. Kvinner og menn på Youngstorget. Bybebyggelse i bakgrunnen.",http://oslobilder.no/NF/NF.07286-083
OMU_OB.F03062a.jpg,Oslo Museum,Karl Johans gate mot Jernbanegården.,http://oslobilder.no/OMU/OB.F03062a
OMU_OB.F00912.jpg,Oslo Museum,Kirkegata 15 på hjørnet av Tollbugata.,http://oslobilder.no/OMU/OB.F00912
NF_NF.05271-082.jpg,Norsk Folkemuseum,"Ved Bygdøy Sjøbad, Oslo 29.05.1908. Mennesker ror på vannet.",http://oslobilder.no/NF/NF.05271-082
NF_NF.05271-014.jpg,Norsk Folkemuseum,"Norsk Folkemuseum, Oslo. 1909. Fra venstre Pariserpaviljongen fra Verdensutstillingen i Paris 1900 (revet) og Kirken (revet). Dam i forgrunnen.",http://oslobilder.no/NF/NF.05271-014
NF_NF.05271-095.jpg,Norsk Folkemuseum,"Oslo, Hammeren, Maridalen 1909. Vinterbilde av elvestryk. Mann står ved bredden. Skog.",http://oslobilder.no/NF/NF.05271-095
OMU_OB.F07424b.jpg,Oslo Museum,Kirkegaten ved Christiania Theater.,http://oslobilder.no/OMU/OB.F07424b
NF_NF.09714-001.jpg,Norsk Folkemuseum,"Jubileumsutstillingen på Frogner, Oslo, 1914.
Frogner Hovedgård med Bergen bys paviljong til venstre. Publikum spaserer på området. Basseng til høyre. Blomsterbed langs kanten.",http://oslobilder.no/NF/NF.09714-001
OMU_OB.FS0518.jpg,Oslo Museum,"Kristiania formannskap, 1901.",http://oslobilder.no/OMU/OB.FS0518
OMU_OB.Z07572.jpg,Oslo Museum,Jacob Aalls gate.,http://oslobilder.no/OMU/OB.Z07572
NF_NF.34112-187.jpg,Norsk Folkemuseum,"Familien Scheinpflug på gårdsplassen, Johannes gate 4, Enerhaugen, 1923.",http://oslobilder.no/NF/NF.34112-187
NF_NF.05271-035.jpg,Norsk Folkemuseum,Oslo. 1908-1910. Vintermotiv. Skog. Brøytet vei. To skiløpere og en mann på kjelke trukket av hest.,http://oslobilder.no/NF/NF.05271-035
OMU_OB.Y1364.jpg,Oslo Museum,Thomas Heftyes,http://oslobilder.no/OMU/OB.Y1364
OMU_OB.F02167b.jpg,Oslo Museum,Carl Johansgade.,http://oslobilder.no/OMU/OB.F02167b
OMU_OB.Z05851.jpg,Oslo Museum,Karl Johan ved Egetorget.,http://oslobilder.no/OMU/OB.Z05851
OMU_OB.F12208f.jpg,Oslo Museum,"utsikt, gateløp, bygårder, park",http://oslobilder.no/OMU/OB.F12208f
OMU_OB.Y1404.jpg,Oslo Museum,Eilert Sundts gade.,http://oslobilder.no/OMU/OB.Y1404
OMU_OB.OT161.jpg,Oslo Museum,Torggata fra Stortorvet.,http://oslobilder.no/OMU/OB.OT161
OMU_OB.F01364.jpg,Oslo Museum,Akersgata ved Atheneum.,http://oslobilder.no/OMU/OB.F01364
OMU_OB.Z07604.jpg,Oslo Museum,Urtegata på Grønland.,http://oslobilder.no/OMU/OB.Z07604
OMU_OB.NW0529.jpg,Oslo Museum,Utsikt fra Frognerveien 31.,http://oslobilder.no/OMU/OB.NW0529
OMU_OB.Y1344.jpg,Oslo Museum,Bjergstien,http://oslobilder.no/OMU/OB.Y1344
OMU_OB.A3106.jpg,Oslo Museum,Kristiania - Parti fra Tiedemans gate.,http://oslobilder.no/OMU/OB.A3106
OMU_OB.F12022d.jpg,Oslo Museum,Kristiania. Ullevaalsveien.,http://oslobilder.no/OMU/OB.F12022d
NF_NF.01065-356.jpg,Norsk Folkemuseum,"Jens Z. Kielland, frk. Baby Kielland og frk. Nina Thaulow spaserer langs  Karl Johans gate, Oslo, med Nationaltheatret og Universitetet på hver side.",http://oslobilder.no/NF/NF.01065-356
OMU_OB.F00903.jpg,Oslo Museum,"gateløp, bygårder, gatebelysning, gatelegeme, brostein",http://oslobilder.no/OMU/OB.F00903
NF_NF.09714-003.jpg,Norsk Folkemuseum,"Jubileumsutstillingen på Frogner, Oslo, 1914.
Husflidsbygningen til venstre. Basseng. Skulpturen Helhesten av Gunnar Utsond i bakgrunnen. Tulipanbed i forgrunnen. Spaserende menn og 
kvinner.
Spaserende menn og kvinner.",http://oslobilder.no/NF/NF.09714-003
NF_NF.07286-078.jpg,Norsk Folkemuseum,"Sommerklær. Stortorvet, Oslo. 1924. Kvinner foran blomsterboder.",http://oslobilder.no/NF/NF.07286-078
OMU_OB.Z05891.jpg,Oslo Museum,"Riddervoldsgate, Christiania.",http://oslobilder.no/OMU/OB.Z05891
